75,17.412405207044213,46,49,20.456789687496375,72469.92753091479,163.5
75,14.50713716994556,49,49,18.70650418215643,72918.21586492428,162.32
75,15.732255065838311,33,49,19.360012562351965,73136.93211230455,162.32
75,15.92456958064117,32,49,19.535430814097285,73003.83252595586,167.4
75,16.679074466267014,42,49,20.426383574918425,72797.42622828875,168.92
75,15.399668465369562,33,49,20.563713435202807,72148.55443796919,158.74
75,15.310828258233268,45,49,18.72989323331652,72864.60986236564,169.46
75,16.898297848828886,42,49,20.574586880256042,73223.72671312136,160.06
75,15.035092868635665,16,49,19.30616896754054,73220.58759803062,168.96
75,16.07566009345728,12,49,19.830665080667508,72744.1399921666,154.82
